,Unnamed: 0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,2.660897039,0.30868075100000003,1.150185665,0.08054069,-0.012791521,0.6918373390000001,0.070848608,0.14593245900000001,-0.388698104,0.650668971,-0.396913998,0.165594517,0.473358475,-0.162509963,-0.967850125,-0.975623839,0.8410919240000001,-1.6969118909999998,0.192721953,-0.9880906279999999,0.5581546039999999,-0.822366721,0.286103367,-3.059025297,0.7098757440000001,1.1814030979999999,-1.0898812409999998,0.33896351,-0.01135145,0.220449599,0.8218112129999999,2.549950569,-1.032386946,1.334136155,0.458865972,1.3068844929999999,-2.135887108,-0.095008219,1.5535240819999998,0.864456527,0.8423090520000001,-2.175539118,-1.157352746,0.278853368,0.36567707200000005,-0.214915157,-0.560257746,-1.3042331409999999,-1.0638084859999999,-0.054867854,-0.054711708,0.558546126,0.7268428090000001,-0.043604534,1.212194066,-0.118597572,-0.359363235,-1.4072583630000002,-0.975061425,-0.66044263,-1.239164537,-1.1151013509999999,-0.747949959,1.729600385,-0.19874821399999998,-1.621961391,1.643339816,-0.399023377,0.006126093000000001,-1.309394114,1.368571634,-0.896421342,-0.209327228,0.184603934,1.0484751490000002,1.262527717,-0.429967881,-0.9389684140000001,1.001635055,1.210521855,0.847355505,0.16968712800000002,1.124046474,0.04364516,-2.077764249,-0.049387497,0.928458179,-0.887676661,1.051670165,0.162524773,-0.227121575,-0.898829993,1.408201033,-0.784712939,0.8554785090000001,0.858105819,-0.071652957,-1.243742691,0.5189664,-1.193671154
2,2,3.598514704,0.108084394,1.751230174,-0.317608269,-0.21981947,1.5160007,-0.956748686,-0.325081578,0.261582303,-0.7061703020000001,-0.321514038,-0.43538316299999996,3.001603587,0.71991356,-1.355323435,-3.389361118,-0.86164199,-1.47349756,1.649856067,-2.874406262,1.128918643,-1.27036355,0.746611085,-2.095186429,0.402304884,0.00410505,0.735279605,-0.084070127,-1.2000957970000001,0.750054879,0.430768889,2.995480597,-0.173103848,0.8783988909999999,0.042402022000000004,1.58747987,-2.593652406,0.466004142,2.854581446,0.639063036,0.6024493439999999,-0.76030455,-1.134523488,0.174879786,0.869080933,0.63378467,-2.0298859890000003,-0.718634723,-1.2124037,0.7421575990000001,0.196326815,1.384572841,-1.053371094,-0.21472204399999997,1.7255590319999998,0.301551968,-2.338550658,-1.365325706,-2.48117485,-1.985151647,-0.585736377,0.096731322,0.837247273,0.504343461,1.055690345,-2.397006174,0.572107135,-0.5544830829999999,0.24522180600000001,-2.7957560239999997,1.385797116,-2.455076856,0.28669229999999996,-1.34496345,0.297946657,1.1748069829999999,0.70897906,-0.999153292,2.173562772,1.269146851,-0.789889851,-2.179531875,1.4249041580000001,0.157355679,-2.505375762,1.501260415,-0.036189762,-0.632671405,2.537499958,-0.545502272,-2.010389415,1.3886059130000001,0.752353747,-0.8330613379999999,2.135601186,-0.372790529,-0.08645279,0.750444067,1.61610718,-1.5584879130000002
3,3,2.985629693,-0.819267812,0.730809134,-2.676885604,1.61901099,-0.486863348,-1.926351614,0.229254652,-0.156491841,-0.030274526,0.059789025,-0.088292574,2.445286583,0.812727146,-0.801646324,-4.457675579,1.302469235,-0.10245395199999999,2.257759718,-1.6686601269999999,1.4332376759999998,-3.919189867,-1.74715118,-1.07204802,0.848791993,1.537093146,2.116808741,0.368913007,-0.0019780170000000003,1.8836944180000001,0.375447573,1.8446465,-0.8610414259999999,0.19262969300000002,0.59324552,1.0683710229999999,-3.8972249339999996,0.6950257190000001,2.8122092939999996,0.08526473300000001,0.49613702299999995,-0.348754158,-1.6340956169999998,0.783413782,-0.36444092100000003,-0.29037589,-2.255900844,-1.502716256,-0.934075194,1.066553549,-2.059977703,2.8812687969999997,-2.33164609,0.561354544,3.040281411,0.560704794,-1.902039759,-1.1439042940000002,-2.186137427,-1.131028054,-0.07004342,2.045641384,1.270897516,0.9195997359999999,1.076017425,-3.9385552689999996,0.09181613300000001,-0.208442233,-0.196824627,-0.658074435,1.3824924090000001,-2.152090826,0.772988413,-0.32218889,1.4797654580000001,2.657085269,0.704689645,-0.818680464,2.338239442,0.7198310379999999,-0.125486456,-1.30088055,1.850182466,-0.025691716,-3.0517424660000003,2.313102371,0.776897979,0.9234998790000001,3.133176197,-0.7333516640000001,-2.112969219,1.92531189,-1.023566273,0.906402852,1.58252474,-0.128784271,0.065606888,1.319799745,2.9792094010000003,-0.16736020199999999
4,4,3.768073422,-0.303198482,0.678676194,-3.1870836280000003,2.51456824,-0.35818337200000006,-0.38971013299999996,0.80062682,-2.380285039,1.512980658,-0.21744971800000001,-0.585316,1.6697093490000001,1.630777825,-1.018977708,-2.502673522,1.292140511,0.34828796,2.966230308,-0.387299124,-0.241787928,-3.771395535,-1.4513528580000001,-2.088118353,-1.144462785,1.01058785,2.25100637,1.002861156,-2.326363185,4.790647081,-0.7290920059999999,2.787085578,-0.401873851,-1.980428478,0.09132489699999999,0.6126846970000001,-4.510063368,-0.19250662600000001,3.132958693,0.979735328,0.833094103,0.225196468,-2.7088326510000003,0.373984828,-2.1623856790000002,0.536015702,-1.4603448119999998,-1.173764615,-0.94631203,0.5904401229999999,-3.240999884,1.249406906,-1.382300219,1.461366016,2.2940833130000002,0.244860088,-1.29111156,-0.5151706979999999,-3.3971769939999996,-2.18008983,2.040514716,2.870017007,1.172261415,0.800812031,1.354846425,-5.0782831260000005,1.639488584,-0.639244815,0.654429887,-0.23854622,0.444711564,-2.869914895,3.2863406339999996,-0.6626802479999999,0.181034372,3.640462794,2.388801898,-1.139001025,1.7950165230000001,-0.6414448970000001,-0.99645033,0.096675057,2.432072379,1.344799419,-2.8331564989999998,1.409920755,-0.470739388,0.569374699,2.387425927,-1.8689349830000002,-1.559766785,2.91367236,-1.371663165,1.885402751,0.06657921,-0.859434147,-1.6799987769999998,0.50054135,3.7716453939999997,-1.126620461
5,5,2.2025001019999997,-0.043631487000000004,0.45435369299999995,-3.415328643,4.566216585,-1.915603133,1.560989984,-1.216005218,-2.5092379780000003,-0.14699073199999999,1.334317615,-2.131051829,1.712743735,1.02460046,0.5825216639999999,-2.330559425,0.562741466,1.0225271790000001,3.139930169,-2.0669772230000003,-1.185538549,-4.55050031,-2.36462454,-1.223676367,0.21328724699999999,1.179499703,2.2603869569999997,2.33637906,-2.090673243,4.963616542,-0.231641865,2.307417825,-1.04755856,-2.866506316,-0.111751622,1.2782054379999999,-4.915104864,-0.21369059399999998,3.749597423,1.845087181,-0.6344967810000001,-0.478456083,-1.68223453,0.849475523,-2.9635896269999997,-1.206774757,-1.6308091759999999,-0.867480775,0.276918531,2.372704169,-5.242741066000001,0.071615466,0.772404449,1.873588339,2.197590235,-1.5272263609999999,-2.491974104,-1.357005765,-4.043590496,-2.2162007790000002,0.578046039,1.428813785,0.225372668,-0.164535412,3.520834438,-3.464092801,1.995305485,-0.10154462199999999,2.813416006,-2.239241345,0.641315084,-4.924927007,2.76927643,-0.240154444,1.019623039,2.8705449130000003,1.717167181,-0.9039960709999999,2.09506968,-2.795940305,-0.56135421,-1.268536358,2.9474430469999997,1.4183585319999998,-4.297093117,0.770710502,0.471459216,2.641686337,1.6935777619999999,0.179200405,-1.409962198,2.827264987,-0.7272186959999999,3.356285788,1.996199124,-0.225004924,-3.0381291139999997,1.290414989,3.67615786,-1.1801339709999998
6,6,2.3441000880000002,-0.161837325,-0.719099185,-1.168604397,5.706222202999999,-1.247342,2.488871263,0.832858653,-2.561870606,0.82115919,1.023334555,-2.194982581,1.5443056080000002,1.789397441,-1.08798087,-3.3137158660000003,1.027130353,-0.208969495,1.9178738919999998,-2.176134149,-0.756333846,-6.773986237999999,-0.17373765300000002,0.579532935,-0.213043182,2.056791997,2.479996592,3.2607799689999997,-1.937519333,5.652793008,0.399953051,0.6609438670000001,-2.167340211,-3.150739695,0.23767200600000002,2.17392788,-6.807783877,-0.34791729299999996,4.636718967,1.4066865419999999,-0.7030860409999999,0.091030395,-2.99898669,0.568487871,-4.18895672,-0.18736596,-1.95438973,-2.397832163,-0.7629044,0.854148899,-5.596664783,0.039060972,1.619512949,1.0583924820000001,0.487787935,0.20109579100000002,-2.222589412,-2.764690063,-3.228149816,-2.3063804930000003,0.41226595200000005,0.15425429300000001,-0.13495811300000002,-0.594615049,2.137423441,-4.075493673,1.557578891,0.37653097,3.8865478939999996,-3.423600175,0.42898214100000004,-5.168484723,3.604968719,1.30176401,1.75950205,2.54902321,2.028172642,-1.5040478000000002,0.60027101,-0.443181151,-1.7229406390000002,-0.836637658,3.3337493210000004,1.854617591,-4.304989737,-0.43894731600000003,-2.1442203930000003,3.827925328,2.6817429219999998,1.279740096,-1.5369994409999999,2.256672858,-2.271036895,3.827630282,2.320473655,0.27643186399999997,-1.914391535,1.028607856,5.193869195,-1.1131100790000001
7,7,0.6865267340000001,0.180138457,-0.339192748,-2.11760051,6.528281484,-2.251783846,3.241849382,0.791085569,-2.893896255,-0.25612113,3.2464994760000003,-2.9837408080000003,-2.03763048,1.275319836,-0.785140115,-4.347353708,2.642434486,0.946400042,2.4979925819999997,-1.812296109,0.243764733,-7.275594725,0.006667076,2.236479652,-1.643446231,1.74200306,1.758284098,4.911284721,-3.047962573,5.555805362,0.738082797,-0.135678432,-3.0206810510000004,-1.64608034,-0.347257054,3.6808958030000003,-7.223263633999999,0.784145908,2.779364737,2.218716948,-0.791745209,1.210351375,-4.577775114,-0.40538829600000004,-5.746161517000001,0.993377466,-2.539391514,-4.00856527,-1.627839566,0.147531942,-5.848732805,0.116454874,2.959872775,1.220610576,1.583301429,1.18156011,-3.466680282,-0.567246877,-0.194995528,-2.731584293,-0.158255198,-1.485141759,0.37362451399999996,-3.509627744,0.664302167,-3.685967197,1.236680448,1.580681854,1.852338399,-2.02803821,1.222010164,-6.192386888,2.127903017,0.36527508200000003,2.572452312,2.386370233,1.7547240780000002,-2.18302814,-0.030014772999999998,-2.253377035,-1.705839759,0.15296221,3.8434244989999997,1.553499379,-5.105563691,0.148273044,-2.450223741,3.692230592,3.550952487,0.465471952,-1.3639139869999999,1.828783042,-0.901274885,4.161930312,1.609368871,-0.258544111,-2.007510833,0.30908309100000003,4.574620471,-2.060937229
8,8,0.7701775209999999,0.066214443,0.86531784,-0.971832347,7.325285676,-2.568046888,4.824904547,-0.157380362,-2.444951858,-0.755827868,4.784342364,-2.176917095,-2.720981355,2.7046533239999997,0.07074839,-3.9585701110000002,1.288738041,-0.844230308,3.482648167,-2.9696241010000004,0.744276061,-7.884655348,-0.17563664699999998,1.599240271,-0.965261494,1.3582186969999999,2.7588927869999997,5.638320257,-1.7761193780000002,5.9320956570000005,2.048945534,-0.557948756,-4.826634587,-2.0640944880000003,0.968153832,3.40370734,-8.074126163999999,2.09490261,2.809215917,5.110729203,-0.257046387,1.120775284,-4.680719575,0.466336341,-5.1223528510000005,3.053593834,-1.475974017,-2.501822347,-1.069978664,0.400322865,-6.541095695,0.648888544,2.155871457,0.284467292,2.184709891,0.90232299,-3.1700236410000002,1.048811116,0.963879843,-2.641935952,-0.303863213,-1.324161798,0.617767429,-2.740608771,0.274028166,-4.03035353,1.493060879,1.108180875,2.7746851130000003,-2.275700854,-1.039391764,-7.864996214,0.394340039,-0.30111241699999997,3.544722024,1.4713161559999999,2.343918453,-3.3544040230000003,-1.02942272,-1.471513295,-2.406676853,1.849389509,5.619366693,1.915454367,-5.919359221000001,0.135190351,-1.26396343,2.29029875,2.655654713,-0.459783623,-2.553311912,2.467459136,0.129812761,4.95561601,-0.24946778100000003,0.321550565,-2.127518121,1.941955974,5.985833891,-1.1688378990000001
9,9,1.045955159,0.8128709609999999,-0.261246879,-0.613309211,8.074669003,-2.769656665,5.465316249,-0.523958468,-2.451840273,-2.9962148219999998,3.1637962510000004,-1.1151835140000002,-2.855461342,2.141340057,-0.9269350590000001,-4.193238774,0.009124925,0.628574524,1.786349917,-1.790646643,0.518954927,-8.098215669,-0.478731555,0.074430535,-0.98559896,2.926615042,3.010969198,8.01215581,-1.6903246980000002,7.313193686,0.31138192,-2.355054865,-5.498075311,-2.217398169,0.566591621,3.5903251839999997,-8.990477951,1.501906769,2.853236222,5.129990277,-1.102920187,0.54835413,-6.070475276,-0.47831709,-6.054484716,3.556826969,0.817565297,-2.696984427,-1.328905052,0.14804276,-6.263964948,0.16343092,2.058281434,1.201945546,3.177219314,0.36458124799999997,-1.910137173,1.383907481,1.923284372,-2.7318988060000002,-2.742470833,-1.871006215,0.44289544700000005,-1.671146939,1.7760863130000002,-3.708884719,2.114761679,0.108159218,1.17579902,-1.97999803,-2.732313865,-8.557038874,-0.472925561,0.577587124,4.648545128,1.033056417,3.141370631,-3.507307492,-0.526445488,-1.240697015,-3.292607494,0.721590418,6.127037854,1.9358472230000001,-5.980878999,0.406683626,-2.84009188,2.097587605,3.589206017,0.000107372,-0.9550355540000001,2.316068889,-0.130156747,3.692641315,0.241785786,1.8668554290000001,-1.971594413,1.242608013,7.433860081000001,-3.783825735
