,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2.660897039,0.308680751,1.150185665,0.08054069,-0.012791521,0.691837339,0.070848608,0.145932459,-0.388698104,0.650668971,-0.396913998,0.165594517,0.473358475,-0.162509963,-0.967850125,-0.975623839,0.841091924,-1.696911891,0.192721953,-0.988090628,0.558154604,-0.822366721,0.286103367,-3.059025297,0.709875744,1.181403098,-1.089881241,0.33896351,-0.01135145,0.220449599,0.821811213,2.549950569,-1.032386946,1.334136155,0.458865972,1.306884493,-2.135887108,-0.095008219,1.553524082,0.864456527,0.842309052,-2.175539118,-1.157352746,0.278853368,0.365677072,-0.214915157,-0.560257746,-1.304233141,-1.063808486,-0.054867854,-0.054711708,0.558546126,0.726842809,-0.043604534,1.212194066,-0.118597572,-0.359363235,-1.407258363,-0.975061425,-0.66044263,-1.239164537,-1.115101351,-0.747949959,1.729600385,-0.198748214,-1.621961391,1.643339816,-0.399023377,0.006126093,-1.309394114,1.368571634,-0.896421342,-0.209327228,0.184603934,1.048475149,1.262527717,-0.429967881,-0.938968414,1.001635055,1.210521855,0.847355505,0.169687128,1.124046474,0.04364516,-2.077764249,-0.049387497,0.928458179,-0.887676661,1.051670165,0.162524773,-0.227121575,-0.898829993,1.408201033,-0.784712939,0.855478509,0.858105819,-0.071652957,-1.243742691,0.5189664,-1.193671154
2,3.598514704,0.108084394,1.751230174,-0.317608269,-0.21981947,1.5160007,-0.956748686,-0.325081578,0.261582303,-0.706170302,-0.321514038,-0.435383163,3.001603587,0.71991356,-1.355323435,-3.389361118,-0.86164199,-1.47349756,1.649856067,-2.874406262,1.128918643,-1.27036355,0.746611085,-2.095186429,0.402304884,0.00410505,0.735279605,-0.084070127,-1.200095797,0.750054879,0.430768889,2.995480597,-0.173103848,0.878398891,0.042402022,1.58747987,-2.593652406,0.466004142,2.854581446,0.639063036,0.602449344,-0.76030455,-1.134523488,0.174879786,0.869080933,0.63378467,-2.029885989,-0.718634723,-1.2124037,0.742157599,0.196326815,1.384572841,-1.053371094,-0.214722044,1.725559032,0.301551968,-2.338550658,-1.365325706,-2.48117485,-1.985151647,-0.585736377,0.096731322,0.837247273,0.504343461,1.055690345,-2.397006174,0.572107135,-0.554483083,0.245221806,-2.795756024,1.385797116,-2.455076856,0.2866923,-1.34496345,0.297946657,1.174806983,0.70897906,-0.999153292,2.173562772,1.269146851,-0.789889851,-2.179531875,1.424904158,0.157355679,-2.505375762,1.501260415,-0.036189762,-0.632671405,2.537499958,-0.545502272,-2.010389415,1.388605913,0.752353747,-0.833061338,2.135601186,-0.372790529,-0.08645279,0.750444067,1.61610718,-1.558487913
3,2.985629693,-0.819267812,0.730809134,-2.676885604,1.61901099,-0.486863348,-1.926351614,0.229254652,-0.156491841,-0.030274526,0.059789025,-0.088292574,2.445286583,0.812727146,-0.801646324,-4.457675579,1.302469235,-0.102453952,2.257759718,-1.668660127,1.433237676,-3.919189867,-1.74715118,-1.07204802,0.848791993,1.537093146,2.116808741,0.368913007,-0.001978017,1.883694418,0.375447573,1.8446465,-0.861041426,0.192629693,0.59324552,1.068371023,-3.897224934,0.695025719,2.812209294,0.085264733,0.496137023,-0.348754158,-1.634095617,0.783413782,-0.364440921,-0.29037589,-2.255900844,-1.502716256,-0.934075194,1.066553549,-2.059977703,2.881268797,-2.33164609,0.561354544,3.040281411,0.560704794,-1.902039759,-1.143904294,-2.186137427,-1.131028054,-0.07004342,2.045641384,1.270897516,0.919599736,1.076017425,-3.938555269,0.091816133,-0.208442233,-0.196824627,-0.658074435,1.382492409,-2.152090826,0.772988413,-0.32218889,1.479765458,2.657085269,0.704689645,-0.818680464,2.338239442,0.719831038,-0.125486456,-1.30088055,1.850182466,-0.025691716,-3.051742466,2.313102371,0.776897979,0.923499879,3.133176197,-0.733351664,-2.112969219,1.92531189,-1.023566273,0.906402852,1.58252474,-0.128784271,0.065606888,1.319799745,2.979209401,-0.167360202
4,3.768073422,-0.303198482,0.678676194,-3.187083628,2.51456824,-0.358183372,-0.389710133,0.80062682,-2.380285039,1.512980658,-0.217449718,-0.585316,1.669709349,1.630777825,-1.018977708,-2.502673522,1.292140511,0.34828796,2.966230308,-0.387299124,-0.241787928,-3.771395535,-1.451352858,-2.088118353,-1.144462785,1.01058785,2.25100637,1.002861156,-2.326363185,4.790647081,-0.729092006,2.787085578,-0.401873851,-1.980428478,0.091324897,0.612684697,-4.510063368,-0.192506626,3.132958693,0.979735328,0.833094103,0.225196468,-2.708832651,0.373984828,-2.162385679,0.536015702,-1.460344812,-1.173764615,-0.94631203,0.590440123,-3.240999884,1.249406906,-1.382300219,1.461366016,2.294083313,0.244860088,-1.29111156,-0.515170698,-3.397176994,-2.18008983,2.040514716,2.870017007,1.172261415,0.800812031,1.354846425,-5.078283126,1.639488584,-0.639244815,0.654429887,-0.23854622,0.444711564,-2.869914895,3.286340634,-0.662680248,0.181034372,3.640462794,2.388801898,-1.139001025,1.795016523,-0.641444897,-0.99645033,0.096675057,2.432072379,1.344799419,-2.833156499,1.409920755,-0.470739388,0.569374699,2.387425927,-1.868934983,-1.559766785,2.91367236,-1.371663165,1.885402751,0.06657921,-0.859434147,-1.679998777,0.50054135,3.771645394,-1.126620461
5,2.202500102,-0.043631487,0.454353693,-3.415328643,4.566216585,-1.915603133,1.560989984,-1.216005218,-2.509237978,-0.146990732,1.334317615,-2.131051829,1.712743735,1.02460046,0.582521664,-2.330559425,0.562741466,1.022527179,3.139930169,-2.066977223,-1.185538549,-4.55050031,-2.36462454,-1.223676367,0.213287247,1.179499703,2.260386957,2.33637906,-2.090673243,4.963616542,-0.231641865,2.307417825,-1.04755856,-2.866506316,-0.111751622,1.278205438,-4.915104864,-0.213690594,3.749597423,1.845087181,-0.634496781,-0.478456083,-1.68223453,0.849475523,-2.963589627,-1.206774757,-1.630809176,-0.867480775,0.276918531,2.372704169,-5.242741066,0.071615466,0.772404449,1.873588339,2.197590235,-1.527226361,-2.491974104,-1.357005765,-4.043590496,-2.216200779,0.578046039,1.428813785,0.225372668,-0.164535412,3.520834438,-3.464092801,1.995305485,-0.101544622,2.813416006,-2.239241345,0.641315084,-4.924927007,2.76927643,-0.240154444,1.019623039,2.870544913,1.717167181,-0.903996071,2.09506968,-2.795940305,-0.56135421,-1.268536358,2.947443047,1.418358532,-4.297093117,0.770710502,0.471459216,2.641686337,1.693577762,0.179200405,-1.409962198,2.827264987,-0.727218696,3.356285788,1.996199124,-0.225004924,-3.038129114,1.290414989,3.67615786,-1.180133971
6,2.344100088,-0.161837325,-0.719099185,-1.168604397,5.706222203,-1.247342,2.488871263,0.832858653,-2.561870606,0.82115919,1.023334555,-2.194982581,1.544305608,1.789397441,-1.08798087,-3.313715866,1.027130353,-0.208969495,1.917873892,-2.176134149,-0.756333846,-6.773986238,-0.173737653,0.579532935,-0.213043182,2.056791997,2.479996592,3.260779969,-1.937519333,5.652793008,0.399953051,0.660943867,-2.167340211,-3.150739695,0.237672006,2.17392788,-6.807783877,-0.347917293,4.636718967,1.406686542,-0.703086041,0.091030395,-2.99898669,0.568487871,-4.18895672,-0.18736596,-1.95438973,-2.397832163,-0.7629044,0.854148899,-5.596664783,0.039060972,1.619512949,1.058392482,0.487787935,0.201095791,-2.222589412,-2.764690063,-3.228149816,-2.306380493,0.412265952,0.154254293,-0.134958113,-0.594615049,2.137423441,-4.075493673,1.557578891,0.37653097,3.886547894,-3.423600175,0.428982141,-5.168484723,3.604968719,1.30176401,1.75950205,2.54902321,2.028172642,-1.5040478,0.60027101,-0.443181151,-1.722940639,-0.836637658,3.333749321,1.854617591,-4.304989737,-0.438947316,-2.144220393,3.827925328,2.681742922,1.279740096,-1.536999441,2.256672858,-2.271036895,3.827630282,2.320473655,0.276431864,-1.914391535,1.028607856,5.193869195,-1.113110079
7,0.686526734,0.180138457,-0.339192748,-2.11760051,6.528281484,-2.251783846,3.241849382,0.791085569,-2.893896255,-0.25612113,3.246499476,-2.983740808,-2.03763048,1.275319836,-0.785140115,-4.347353708,2.642434486,0.946400042,2.497992582,-1.812296109,0.243764733,-7.275594725,0.006667076,2.236479652,-1.643446231,1.74200306,1.758284098,4.911284721,-3.047962573,5.555805362,0.738082797,-0.135678432,-3.020681051,-1.64608034,-0.347257054,3.680895803,-7.223263634,0.784145908,2.779364737,2.218716948,-0.791745209,1.210351375,-4.577775114,-0.405388296,-5.746161517,0.993377466,-2.539391514,-4.00856527,-1.627839566,0.147531942,-5.848732805,0.116454874,2.959872775,1.220610576,1.583301429,1.18156011,-3.466680282,-0.567246877,-0.194995528,-2.731584293,-0.158255198,-1.485141759,0.373624514,-3.509627744,0.664302167,-3.685967197,1.236680448,1.580681854,1.852338399,-2.02803821,1.222010164,-6.192386888,2.127903017,0.365275082,2.572452312,2.386370233,1.754724078,-2.18302814,-0.030014773,-2.253377035,-1.705839759,0.15296221,3.843424499,1.553499379,-5.105563691,0.148273044,-2.450223741,3.692230592,3.550952487,0.465471952,-1.363913987,1.828783042,-0.901274885,4.161930312,1.609368871,-0.258544111,-2.007510833,0.309083091,4.574620471,-2.060937229
8,0.770177521,0.066214443,0.86531784,-0.971832347,7.325285676,-2.568046888,4.824904547,-0.157380362,-2.444951858,-0.755827868,4.784342364,-2.176917095,-2.720981355,2.704653324,0.07074839,-3.958570111,1.288738041,-0.844230308,3.482648167,-2.969624101,0.744276061,-7.884655348,-0.175636647,1.599240271,-0.965261494,1.358218697,2.758892787,5.638320257,-1.776119378,5.932095657,2.048945534,-0.557948756,-4.826634587,-2.064094488,0.968153832,3.40370734,-8.074126164,2.09490261,2.809215917,5.110729203,-0.257046387,1.120775284,-4.680719575,0.466336341,-5.122352851,3.053593834,-1.475974017,-2.501822347,-1.069978664,0.400322865,-6.541095695,0.648888544,2.155871457,0.284467292,2.184709891,0.90232299,-3.170023641,1.048811116,0.963879843,-2.641935952,-0.303863213,-1.324161798,0.617767429,-2.740608771,0.274028166,-4.03035353,1.493060879,1.108180875,2.774685113,-2.275700854,-1.039391764,-7.864996214,0.394340039,-0.301112417,3.544722024,1.471316156,2.343918453,-3.354404023,-1.02942272,-1.471513295,-2.406676853,1.849389509,5.619366693,1.915454367,-5.919359221,0.135190351,-1.26396343,2.29029875,2.655654713,-0.459783623,-2.553311912,2.467459136,0.129812761,4.95561601,-0.249467781,0.321550565,-2.127518121,1.941955974,5.985833891,-1.168837899
9,1.045955159,0.812870961,-0.261246879,-0.613309211,8.074669003,-2.769656665,5.465316249,-0.523958468,-2.451840273,-2.996214822,3.163796251,-1.115183514,-2.855461342,2.141340057,-0.926935059,-4.193238774,0.009124925,0.628574524,1.786349917,-1.790646643,0.518954927,-8.098215669,-0.478731555,0.074430535,-0.98559896,2.926615042,3.010969198,8.01215581,-1.690324698,7.313193686,0.31138192,-2.355054865,-5.498075311,-2.217398169,0.566591621,3.590325184,-8.990477951,1.501906769,2.853236222,5.129990277,-1.102920187,0.54835413,-6.070475276,-0.47831709,-6.054484716,3.556826969,0.817565297,-2.696984427,-1.328905052,0.14804276,-6.263964948,0.16343092,2.058281434,1.201945546,3.177219314,0.364581248,-1.910137173,1.383907481,1.923284372,-2.731898806,-2.742470833,-1.871006215,0.442895447,-1.671146939,1.776086313,-3.708884719,2.114761679,0.108159218,1.17579902,-1.97999803,-2.732313865,-8.557038874,-0.472925561,0.577587124,4.648545128,1.033056417,3.141370631,-3.507307492,-0.526445488,-1.240697015,-3.292607494,0.721590418,6.127037854,1.935847223,-5.980878999,0.406683626,-2.84009188,2.097587605,3.589206017,0.000107372,-0.955035554,2.316068889,-0.130156747,3.692641315,0.241785786,1.866855429,-1.971594413,1.242608013,7.433860081,-3.783825735
